Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 36,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-36,,FALSE,TRUE,,,,,,,,,,39.00,Size,36,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 37,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-37,,FALSE,TRUE,,,,,,,,,,39.00,Size,37,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 38,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-38,,FALSE,TRUE,,,,,,,,,,39.00,Size,38,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 39,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-39,,FALSE,TRUE,,,,,,,,,,39.00,Size,39,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 40,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-40,,FALSE,TRUE,,,,,,,,,,39.00,Size,40,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 41,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-41,,FALSE,TRUE,,,,,,,,,,39.00,Size,41,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 42,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-42,,FALSE,TRUE,,,,,,,,,,39.00,Size,42,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 43,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-43,,FALSE,TRUE,,,,,,,,,,39.00,Size,43,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 44,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-44,,FALSE,TRUE,,,,,,,,,,39.00,Size,44,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
,adidas-adizero-evo-sl-all-colors,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers,,"Lightweight and versatile, the Adizero Evo SL offers a combination of comfort, durability, and style for both casual wear and running.
Breathable and lightweight upper for all-day comfort
Cushioned midsole provides responsive energy return
Durable, anti-slip outsole ensures traction and stability
Sleek low-top design suitable for everyday use or light sports
Classic Adidas styling for versatile wear",published,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/Untitled.jpg,400,,,,,,,,,,,TRUE,,,Adidas Adizero Evo SL – Unisex Low-Top Running & Lifestyle Sneakers - Default 45,ADIDAS-ADIZERO-EVO-SL-ALL-COLORS-DEFAULT-45,,FALSE,TRUE,,,,,,,,,,39.00,Size,45,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.20 AM.jpeg,http://localhost:8000/images/products/Adidas Adizero Evo SL all colors/WhatsApp Image 2025-11-10 at 12.44.22 AM.jpeg
